person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,case_id,actual_default,default_prob,decision_score,profit_threshold,model_decision,default_05_decision,explanation_seed
24,26000,RENT,5.0,VENTURE,C,12000,14.26,0.46,N,3,case_4671,1,0.946353793757887,11264.44613697314,1670.0,reject,reject,"Applicant case_4671 was reject by the profit-based decision layer. The predicted default probability is 0.946. The decision score is 11264.45, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
31,45000,MORTGAGE,5.0,VENTURE,B,10000,9.88,0.22,N,8,case_4672,0,0.2183153592037559,1410.8491669308698,1670.0,approve,approve,"Applicant case_4672 was approve by the profit-based decision layer. The predicted default probability is 0.218. The decision score is 1410.85, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,61615,MORTGAGE,4.0,PERSONAL,B,13000,10.62,0.21,N,4,case_4673,0,0.25976506935974814,2354.9775564347947,1670.0,reject,approve,"Applicant case_4673 was reject by the profit-based decision layer. The predicted default probability is 0.260. The decision score is 2354.98, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,15000,OWN,4.0,VENTURE,B,4600,10.99,0.31,N,2,case_4674,1,0.2531959616474395,787.1621100294683,1670.0,approve,approve,"Applicant case_4674 was approve by the profit-based decision layer. The predicted default probability is 0.253. The decision score is 787.16, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,75000,RENT,6.0,VENTURE,A,10000,7.9,0.13,N,5,case_4675,0,0.10244435753652925,315.37461781915056,1670.0,approve,approve,"Applicant case_4675 was approve by the profit-based decision layer. The predicted default probability is 0.102. The decision score is 315.37, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,48000,RENT,3.0,PERSONAL,C,9000,13.79,0.19,Y,2,case_4676,0,0.5486710377646017,4377.8949648510625,1670.0,reject,reject,"Applicant case_4676 was reject by the profit-based decision layer. The predicted default probability is 0.549. The decision score is 4377.89, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
32,15600,RENT,4.0,HOMEIMPROVEMENT,A,5000,5.42,0.32,N,5,case_4677,1,0.859022624724125,4256.908254920863,1670.0,reject,reject,"Applicant case_4677 was reject by the profit-based decision layer. The predicted default probability is 0.859. The decision score is 4256.91, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
31,36000,RENT,3.0,PERSONAL,A,8000,8.49,0.22,N,8,case_4678,0,0.4538395865530329,3259.7645396110834,1670.0,reject,approve,"Applicant case_4678 was reject by the profit-based decision layer. The predicted default probability is 0.454. The decision score is 3259.76, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,45000,MORTGAGE,3.0,EDUCATION,C,16750,12.53,0.37,Y,3,case_4679,0,0.6792787073251132,10704.79651666191,1670.0,reject,reject,"Applicant case_4679 was reject by the profit-based decision layer. The predicted default probability is 0.679. The decision score is 10704.80, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,48000,MORTGAGE,2.0,MEDICAL,B,9600,11.86,0.2,N,2,case_4680,0,0.4018763529616361,3177.013328859707,1670.0,reject,approve,"Applicant case_4680 was reject by the profit-based decision layer. The predicted default probability is 0.402. The decision score is 3177.01, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
36,124000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,2000,12.99,0.02,Y,16,case_4681,0,0.18864096548524872,166.49085380356507,1670.0,approve,approve,"Applicant case_4681 was approve by the profit-based decision layer. The predicted default probability is 0.189. The decision score is 166.49, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,26400,RENT,7.0,PERSONAL,C,5000,13.11,0.19,Y,6,case_4682,1,0.6401729781533044,2964.998277946013,1670.0,reject,reject,"Applicant case_4682 was reject by the profit-based decision layer. The predicted default probability is 0.640. The decision score is 2965.00, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
29,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,15000,9.63,0.5,N,8,case_4683,0,0.9318114704876489,13878.673726434143,1670.0,reject,reject,"Applicant case_4683 was reject by the profit-based decision layer. The predicted default probability is 0.932. The decision score is 13878.67, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
36,48000,RENT,8.0,MEDICAL,C,15000,13.98,0.31,N,15,case_4684,1,0.8221596790788027,11959.46403321029,1670.0,reject,reject,"Applicant case_4684 was reject by the profit-based decision layer. The predicted default probability is 0.822. The decision score is 11959.46, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,73000,RENT,0.0,HOMEIMPROVEMENT,A,18500,7.9,0.25,N,2,case_4685,1,0.41641676968827024,6850.803348132406,1670.0,reject,approve,"Applicant case_4685 was reject by the profit-based decision layer. The predicted default probability is 0.416. The decision score is 6850.80, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,106000,RENT,11.0,EDUCATION,C,3600,14.27,0.03,N,5,case_4686,0,0.20048014094675326,310.9991654154778,1670.0,approve,approve,"Applicant case_4686 was approve by the profit-based decision layer. The predicted default probability is 0.200. The decision score is 311.00, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
30,72000,RENT,12.0,EDUCATION,A,12400,,0.17,N,5,case_4687,0,0.2138241217344794,1580.0500696424235,1670.0,approve,approve,"Applicant case_4687 was approve by the profit-based decision layer. The predicted default probability is 0.214. The decision score is 1580.05, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
35,45000,OWN,6.0,VENTURE,D,10000,16.77,0.22,N,5,case_4688,0,0.456659397542228,3655.4117851005963,1670.0,reject,approve,"Applicant case_4688 was reject by the profit-based decision layer. The predicted default probability is 0.457. The decision score is 3655.41, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
41,39000,RENT,2.0,PERSONAL,D,8000,14.84,0.21,Y,14,case_4689,1,0.9267479131116814,7327.018427339639,1670.0,reject,reject,"Applicant case_4689 was reject by the profit-based decision layer. The predicted default probability is 0.927. The decision score is 7327.02, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
25,88000,MORTGAGE,7.0,MEDICAL,B,11000,11.14,0.13,N,4,case_4690,0,0.1874083726383716,1065.742318853148,1670.0,approve,approve,"Applicant case_4690 was approve by the profit-based decision layer. The predicted default probability is 0.187. The decision score is 1065.74, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,90000,MORTGAGE,0.0,MEDICAL,A,15000,7.88,0.17,N,6,case_4691,0,0.1315204573307428,946.26404052608,1670.0,approve,approve,"Applicant case_4691 was approve by the profit-based decision layer. The predicted default probability is 0.132. The decision score is 946.26, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,50496,RENT,6.0,MEDICAL,C,16750,13.11,0.33,Y,4,case_4692,1,0.8182042994313753,13305.71229170438,1670.0,reject,reject,"Applicant case_4692 was reject by the profit-based decision layer. The predicted default probability is 0.818. The decision score is 13305.71, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,55000,RENT,1.0,VENTURE,C,15000,12.84,0.27,N,3,case_4693,0,0.49571667609994724,6464.500459667706,1670.0,reject,approve,"Applicant case_4693 was reject by the profit-based decision layer. The predicted default probability is 0.496. The decision score is 6464.50, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
42,360000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,25000,9.99,0.07,N,17,case_4694,0,0.03144142906749264,-1632.9393042166207,1670.0,approve,approve,"Applicant case_4694 was approve by the profit-based decision layer. The predicted default probability is 0.031. The decision score is -1632.94, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,40000,RENT,1.0,VENTURE,B,3825,10.0,0.1,N,4,case_4695,0,0.17593536925857484,357.7480661554536,1670.0,approve,approve,"Applicant case_4695 was approve by the profit-based decision layer. The predicted default probability is 0.176. The decision score is 357.75, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
21,23000,OTHER,0.0,EDUCATION,B,2400,12.21,0.1,N,4,case_4696,0,0.2416197457608691,357.6516401238509,1670.0,approve,approve,"Applicant case_4696 was approve by the profit-based decision layer. The predicted default probability is 0.242. The decision score is 357.65, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,50000,RENT,4.0,MEDICAL,A,8000,7.14,0.16,N,7,case_4697,0,0.33250068478230727,2278.729869406112,1670.0,reject,approve,"Applicant case_4697 was reject by the profit-based decision layer. The predicted default probability is 0.333. The decision score is 2278.73, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
45,140000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,7000,7.29,0.05,N,17,case_4698,0,0.09150532616784492,176.93245111836558,1670.0,approve,approve,"Applicant case_4698 was approve by the profit-based decision layer. The predicted default probability is 0.092. The decision score is 176.93, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
48,31824,RENT,18.0,MEDICAL,D,8800,15.62,0.28,N,11,case_4699,1,0.9796602468117737,8593.0519608012,1670.0,reject,reject,"Applicant case_4699 was reject by the profit-based decision layer. The predicted default probability is 0.980. The decision score is 8593.05, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
29,75000,RENT,6.0,HOMEIMPROVEMENT,B,6500,10.74,0.09,N,5,case_4700,0,0.33853770333441274,1738.7282423714366,1670.0,reject,approve,"Applicant case_4700 was reject by the profit-based decision layer. The predicted default probability is 0.339. The decision score is 1738.73, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,44000,MORTGAGE,,MEDICAL,B,5000,11.99,0.11,N,3,case_4701,1,0.2568493148087945,838.727738271845,1670.0,approve,approve,"Applicant case_4701 was approve by the profit-based decision layer. The predicted default probability is 0.257. The decision score is 838.73, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
47,80004,MORTGAGE,5.0,EDUCATION,B,7000,,0.09,N,15,case_4702,0,0.09820724662846873,-6.298438769437894,1670.0,approve,approve,"Applicant case_4702 was approve by the profit-based decision layer. The predicted default probability is 0.098. The decision score is -6.30, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
21,66000,MORTGAGE,5.0,EDUCATION,A,4500,7.49,0.07,N,2,case_4703,0,0.06607432670970637,-17.445177988814862,1670.0,approve,approve,"Applicant case_4703 was approve by the profit-based decision layer. The predicted default probability is 0.066. The decision score is -17.45, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,43200,RENT,3.0,EDUCATION,C,5000,14.17,0.12,Y,4,case_4704,0,0.3778613897350879,1448.5217433027494,1670.0,approve,approve,"Applicant case_4704 was approve by the profit-based decision layer. The predicted default probability is 0.378. The decision score is 1448.52, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,60000,MORTGAGE,13.0,DEBTCONSOLIDATION,G,25000,20.16,0.42,Y,9,case_4705,1,0.9995329812802456,24985.97075765858,1670.0,reject,reject,"Applicant case_4705 was reject by the profit-based decision layer. The predicted default probability is 1.000. The decision score is 24985.97, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
20,64000,RENT,3.0,VENTURE,D,16000,15.31,0.25,Y,4,case_4706,1,0.8453370673659394,13146.530758074634,1670.0,reject,reject,"Applicant case_4706 was reject by the profit-based decision layer. The predicted default probability is 0.845. The decision score is 13146.53, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,49032,MORTGAGE,6.0,EDUCATION,B,2400,11.86,0.05,N,2,case_4707,0,0.1053214474607311,-1.889829289022856,1670.0,approve,approve,"Applicant case_4707 was approve by the profit-based decision layer. The predicted default probability is 0.105. The decision score is -1.89, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
34,168000,RENT,0.0,DEBTCONSOLIDATION,B,24250,11.83,0.14,N,10,case_4708,0,0.12376951102954188,487.7025214701648,1670.0,approve,approve,"Applicant case_4708 was approve by the profit-based decision layer. The predicted default probability is 0.124. The decision score is 487.70, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
32,50000,RENT,0.0,VENTURE,B,4675,10.0,0.09,N,7,case_4709,0,0.1439805330884724,272.91989140746927,1670.0,approve,approve,"Applicant case_4709 was approve by the profit-based decision layer. The predicted default probability is 0.144. The decision score is 272.92, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
31,30792,MORTGAGE,15.0,HOMEIMPROVEMENT,A,5000,8.32,0.16,N,9,case_4710,0,0.3484554039000392,1471.2344675226122,1670.0,approve,approve,"Applicant case_4710 was approve by the profit-based decision layer. The predicted default probability is 0.348. The decision score is 1471.23, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
34,56000,RENT,2.0,PERSONAL,C,6400,,0.11,Y,5,case_4711,0,0.31303107177121636,1520.2123939767873,1670.0,approve,approve,"Applicant case_4711 was approve by the profit-based decision layer. The predicted default probability is 0.313. The decision score is 1520.21, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
32,37050,RENT,2.0,DEBTCONSOLIDATION,A,8000,8.0,0.22,N,6,case_4712,0,0.560731470774673,4204.719907493174,1670.0,reject,reject,"Applicant case_4712 was reject by the profit-based decision layer. The predicted default probability is 0.561. The decision score is 4204.72, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
29,144000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,5000,13.06,0.03,N,7,case_4713,0,0.1749587205908014,336.0416474998002,1670.0,approve,approve,"Applicant case_4713 was approve by the profit-based decision layer. The predicted default probability is 0.175. The decision score is 336.04, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
33,54000,MORTGAGE,8.0,MEDICAL,A,3800,8.9,0.07,N,7,case_4714,0,0.12901399292873134,195.68570553767591,1670.0,approve,approve,"Applicant case_4714 was approve by the profit-based decision layer. The predicted default probability is 0.129. The decision score is 195.69, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,42500,RENT,9.0,PERSONAL,B,12000,11.36,0.28,N,2,case_4715,0,0.6590507383919845,7443.826827279767,1670.0,reject,reject,"Applicant case_4715 was reject by the profit-based decision layer. The predicted default probability is 0.659. The decision score is 7443.83, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
25,61000,OWN,2.0,PERSONAL,C,15000,14.65,0.25,N,2,case_4716,0,0.14204064172141304,245.24393600400094,1670.0,approve,approve,"Applicant case_4716 was approve by the profit-based decision layer. The predicted default probability is 0.142. The decision score is 245.24, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
44,30000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4500,15.62,0.15,N,15,case_4717,1,0.8912783127017144,3934.33193315575,1670.0,reject,reject,"Applicant case_4717 was reject by the profit-based decision layer. The predicted default probability is 0.891. The decision score is 3934.33, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,77000,MORTGAGE,5.0,EDUCATION,B,21000,11.48,0.27,N,3,case_4718,0,0.21636841154582387,2654.5576090169734,1670.0,reject,approve,"Applicant case_4718 was reject by the profit-based decision layer. The predicted default probability is 0.216. The decision score is 2654.56, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,80000,RENT,3.0,DEBTCONSOLIDATION,B,7500,12.18,0.09,N,5,case_4719,0,0.3076798245893346,1675.164204182367,1670.0,reject,approve,"Applicant case_4719 was reject by the profit-based decision layer. The predicted default probability is 0.308. The decision score is 1675.16, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,32500,OWN,2.0,VENTURE,C,5000,13.99,0.15,Y,3,case_4720,0,0.06017488903251657,-356.53321995917184,1670.0,approve,approve,"Applicant case_4720 was approve by the profit-based decision layer. The predicted default probability is 0.060. The decision score is -356.53, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,65000,OWN,3.0,VENTURE,A,8700,7.88,0.13,N,3,case_4721,0,0.013376779919772604,-560.0114294561789,1670.0,approve,approve,"Applicant case_4721 was approve by the profit-based decision layer. The predicted default probability is 0.013. The decision score is -560.01, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
34,90000,RENT,4.0,MEDICAL,B,6400,,0.07,N,7,case_4722,0,0.23653562932600458,976.837727929168,1670.0,approve,approve,"Applicant case_4722 was approve by the profit-based decision layer. The predicted default probability is 0.237. The decision score is 976.84, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
31,200000,MORTGAGE,3.0,MEDICAL,A,30000,8.9,0.15,N,5,case_4723,0,0.026360424562262525,-1808.8049295508836,1670.0,approve,approve,"Applicant case_4723 was approve by the profit-based decision layer. The predicted default probability is 0.026. The decision score is -1808.80, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
43,40000,MORTGAGE,3.0,MEDICAL,B,18000,11.83,0.45,N,15,case_4724,0,0.8701650074500159,15386.49950096435,1670.0,reject,reject,"Applicant case_4724 was reject by the profit-based decision layer. The predicted default probability is 0.870. The decision score is 15386.50, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,91228,MORTGAGE,2.0,MEDICAL,A,12000,7.49,0.13,N,3,case_4725,0,0.10959837248699658,514.8874870352714,1670.0,approve,approve,"Applicant case_4725 was approve by the profit-based decision layer. The predicted default probability is 0.110. The decision score is 514.89, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
32,40000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.89,0.3,N,10,case_4726,0,0.7991861868002883,9303.713092930111,1670.0,reject,reject,"Applicant case_4726 was reject by the profit-based decision layer. The predicted default probability is 0.799. The decision score is 9303.71, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,36000,RENT,,PERSONAL,A,10000,6.03,0.28,N,3,case_4727,0,0.5573422002745746,5306.499349511314,1670.0,reject,reject,"Applicant case_4727 was reject by the profit-based decision layer. The predicted default probability is 0.557. The decision score is 5306.50, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
33,87550,RENT,0.0,MEDICAL,C,9000,14.65,0.09,Y,7,case_4728,1,0.3299729603924698,2086.3259918097,1670.0,reject,approve,"Applicant case_4728 was reject by the profit-based decision layer. The predicted default probability is 0.330. The decision score is 2086.33, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
38,124000,MORTGAGE,8.0,VENTURE,D,12000,,0.1,N,16,case_4729,0,0.33674541464467234,3166.244828569462,1670.0,reject,approve,"Applicant case_4729 was reject by the profit-based decision layer. The predicted default probability is 0.337. The decision score is 3166.24, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,92000,MORTGAGE,8.0,PERSONAL,B,10000,11.26,0.11,N,9,case_4730,0,0.12397079071018295,253.2990174414955,1670.0,approve,approve,"Applicant case_4730 was approve by the profit-based decision layer. The predicted default probability is 0.124. The decision score is 253.30, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,25000,RENT,8.0,EDUCATION,B,5000,10.62,0.2,N,3,case_4731,0,0.5159713272533912,2322.837411038507,1670.0,reject,reject,"Applicant case_4731 was reject by the profit-based decision layer. The predicted default probability is 0.516. The decision score is 2322.84, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,43000,RENT,7.0,DEBTCONSOLIDATION,B,15000,10.99,0.35,N,2,case_4732,1,0.8440021933098717,12402.870515319399,1670.0,reject,reject,"Applicant case_4732 was reject by the profit-based decision layer. The predicted default probability is 0.844. The decision score is 12402.87, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
35,67500,RENT,3.0,MEDICAL,B,10000,10.65,0.15,N,7,case_4733,0,0.3630145410701838,2951.755896941584,1670.0,reject,approve,"Applicant case_4733 was reject by the profit-based decision layer. The predicted default probability is 0.363. The decision score is 2951.76, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,59000,RENT,10.0,MEDICAL,A,20000,6.17,0.34,N,3,case_4734,1,0.5807900822765479,11098.496607060219,1670.0,reject,reject,"Applicant case_4734 was reject by the profit-based decision layer. The predicted default probability is 0.581. The decision score is 11098.50, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
35,44000,RENT,3.0,PERSONAL,E,5000,16.95,0.11,Y,9,case_4735,1,0.8879524646780855,4344.802037205105,1670.0,reject,reject,"Applicant case_4735 was reject by the profit-based decision layer. The predicted default probability is 0.888. The decision score is 4344.80, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,60612,MORTGAGE,2.0,MEDICAL,C,18000,13.72,0.3,Y,3,case_4736,0,0.5944990256600913,9699.557255651805,1670.0,reject,reject,"Applicant case_4736 was reject by the profit-based decision layer. The predicted default probability is 0.594. The decision score is 9699.56, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
28,99000,MORTGAGE,12.0,VENTURE,B,18000,9.76,0.18,N,7,case_4737,0,0.06997533817011507,-374.3112388406703,1670.0,approve,approve,"Applicant case_4737 was approve by the profit-based decision layer. The predicted default probability is 0.070. The decision score is -374.31, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,12000,OWN,6.0,EDUCATION,B,2500,9.99,0.21,N,3,case_4738,1,0.13440751657944633,119.83706871433253,1670.0,approve,approve,"Applicant case_4738 was approve by the profit-based decision layer. The predicted default probability is 0.134. The decision score is 119.84, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,60996,MORTGAGE,11.0,PERSONAL,E,24250,16.4,0.4,N,8,case_4739,0,0.9621565790376388,23181.793756495434,1670.0,reject,reject,"Applicant case_4739 was reject by the profit-based decision layer. The predicted default probability is 0.962. The decision score is 23181.79, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
27,21840,RENT,0.0,VENTURE,E,6500,16.35,0.3,N,7,case_4740,1,0.9777284210618861,6331.565616385778,1670.0,reject,reject,"Applicant case_4740 was reject by the profit-based decision layer. The predicted default probability is 0.978. The decision score is 6331.57, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
25,39512,RENT,3.0,VENTURE,C,9000,15.23,0.23,N,4,case_4741,1,0.5667995112740182,4507.40769156946,1670.0,reject,reject,"Applicant case_4741 was reject by the profit-based decision layer. The predicted default probability is 0.567. The decision score is 4507.41, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
28,110000,OWN,1.0,HOMEIMPROVEMENT,E,5000,17.51,0.05,N,10,case_4742,0,0.44603387209148365,1745.1720154735121,1670.0,reject,approve,"Applicant case_4742 was reject by the profit-based decision layer. The predicted default probability is 0.446. The decision score is 1745.17, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,45900,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6400,8.59,0.14,N,3,case_4743,0,0.23404417950994227,1076.7908769910164,1670.0,approve,approve,"Applicant case_4743 was approve by the profit-based decision layer. The predicted default probability is 0.234. The decision score is 1076.79, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,30000,RENT,1.0,EDUCATION,C,4000,,0.13,N,3,case_4744,0,0.39141491584897287,1298.1256604030998,1670.0,approve,approve,"Applicant case_4744 was approve by the profit-based decision layer. The predicted default probability is 0.391. The decision score is 1298.13, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,150000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,15000,9.63,0.1,N,9,case_4745,0,0.08908250980290348,20.41733245384603,1670.0,approve,approve,"Applicant case_4745 was approve by the profit-based decision layer. The predicted default probability is 0.089. The decision score is 20.42, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
34,135000,RENT,6.0,HOMEIMPROVEMENT,E,20000,17.74,0.15,Y,8,case_4746,0,0.8470821671529282,16399.090872117155,1670.0,reject,reject,"Applicant case_4746 was reject by the profit-based decision layer. The predicted default probability is 0.847. The decision score is 16399.09, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,42000,RENT,6.0,DEBTCONSOLIDATION,B,3000,12.69,0.07,N,2,case_4747,0,0.36601441082502684,856.6849186761682,1670.0,approve,approve,"Applicant case_4747 was approve by the profit-based decision layer. The predicted default probability is 0.366. The decision score is 856.68, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,34000,RENT,1.0,EDUCATION,B,15000,11.71,0.44,N,4,case_4748,1,0.8966404044562206,13268.054937270661,1670.0,reject,reject,"Applicant case_4748 was reject by the profit-based decision layer. The predicted default probability is 0.897. The decision score is 13268.05, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
33,34000,RENT,3.0,VENTURE,C,9000,14.17,0.26,Y,10,case_4749,1,0.6232506964719362,5128.787881458085,1670.0,reject,reject,"Applicant case_4749 was reject by the profit-based decision layer. The predicted default probability is 0.623. The decision score is 5128.79, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,42856,RENT,8.0,DEBTCONSOLIDATION,A,16000,8.9,0.37,N,3,case_4750,1,0.810261526950738,12693.99684558966,1670.0,reject,reject,"Applicant case_4750 was reject by the profit-based decision layer. The predicted default probability is 0.810. The decision score is 12694.00, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
27,107000,MORTGAGE,2.0,EDUCATION,A,10800,9.63,0.1,N,5,case_4751,0,0.05812395565761328,-351.8500400556326,1670.0,approve,approve,"Applicant case_4751 was approve by the profit-based decision layer. The predicted default probability is 0.058. The decision score is -351.85, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,35000,OWN,11.0,MEDICAL,C,4200,12.99,0.12,Y,7,case_4752,0,0.10485997433662032,-47.95860298762136,1670.0,approve,approve,"Applicant case_4752 was approve by the profit-based decision layer. The predicted default probability is 0.105. The decision score is -47.96, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,48000,RENT,0.0,DEBTCONSOLIDATION,B,10000,10.62,0.21,N,7,case_4753,0,0.5834833042032109,5392.492311095919,1670.0,reject,reject,"Applicant case_4753 was reject by the profit-based decision layer. The predicted default probability is 0.583. The decision score is 5392.49, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
31,25000,RENT,0.0,MEDICAL,A,13000,8.9,0.52,N,7,case_4754,1,0.9714673008318306,12596.062577876226,1670.0,reject,reject,"Applicant case_4754 was reject by the profit-based decision layer. The predicted default probability is 0.971. The decision score is 12596.06, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
30,65136,MORTGAGE,0.0,PERSONAL,C,6250,12.87,0.1,Y,9,case_4755,0,0.19996142953609872,606.2279094837165,1670.0,approve,approve,"Applicant case_4755 was approve by the profit-based decision layer. The predicted default probability is 0.200. The decision score is 606.23, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,75000,MORTGAGE,7.0,EDUCATION,D,8000,16.29,0.11,Y,4,case_4756,0,0.6358094298683975,4611.862287951676,1670.0,reject,reject,"Applicant case_4756 was reject by the profit-based decision layer. The predicted default probability is 0.636. The decision score is 4611.86, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
26,75000,RENT,1.0,VENTURE,B,1800,9.25,0.02,N,2,case_4757,0,0.08275165238111243,-3.7688755925424005,1670.0,approve,approve,"Applicant case_4757 was approve by the profit-based decision layer. The predicted default probability is 0.083. The decision score is -3.77, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
